val_RMSE,val_Total_Loss,step,epoch,val_MAE,train_MAE,train_RMSE,train_Total_Loss,test_Total_Loss,test_MAE,test_RMSE
0.11790571361780167,0.014556697569787502,18185,41,0.07273951172828674,,,,,,
,,18185,41,,0.06632610410451889,0.09725988656282425,0.00990513525903225,,,
0.12267303466796875,0.020392345264554024,18618,42,0.07367788255214691,,,,,,
,,18618,42,,0.06747053563594818,0.09939050674438477,0.010279795154929161,,,
0.11404717713594437,0.014712010510265827,19051,43,0.06736163049936295,,,,,,
,,19051,43,,0.06975406408309937,0.10222064703702927,0.011140100657939911,,,
0.11534274369478226,0.015097142197191715,19484,44,0.06740683317184448,,,,,,
,,19484,44,,0.06511137634515762,0.09620123356580734,0.009776470251381397,,,
0.11391958594322205,0.014704816974699497,19917,45,0.0670187696814537,,,,,,
,,19917,45,,0.06377232819795609,0.09378299862146378,0.009130341000854969,,,
0.12355944514274597,0.016109542921185493,20350,46,0.07661553472280502,,,,,,
,,20350,46,,0.062360335141420364,0.09152944386005402,0.00871611200273037,,,
0.1155075952410698,0.01495473925024271,20783,47,0.07178404927253723,,,,,,
,,20783,47,,0.06267163902521133,0.09182067960500717,0.008674495853483677,,,
0.11017811298370361,0.012737278826534748,21216,48,0.06927207857370377,,,,,,
,,21216,48,,0.062131255865097046,0.09063751250505447,0.008497955277562141,,,
0.14111943542957306,0.026217550039291382,21649,49,0.08215639740228653,,,,,,
,,21649,49,,0.062455955892801285,0.0916832983493805,0.008774922229349613,,,
0.15076008439064026,0.027598492801189423,22082,50,0.09390318393707275,,,,,,
,,22082,50,,0.06356897205114365,0.09257661551237106,0.008978430181741714,,,
0.10381007939577103,0.011379610747098923,22515,51,0.06404096633195877,,,,,,
,,22515,51,,0.06327524781227112,0.09249875694513321,0.00894258450716734,,,
0.11318837851285934,0.013776518404483795,22948,52,0.06988301128149033,,,,,,
,,22948,52,,0.06191178411245346,0.09164094179868698,0.00883893296122551,,,
0.11233389377593994,0.01396525651216507,23381,53,0.06946085393428802,,,,,,
,,23381,53,,0.05824485421180725,0.08538149297237396,0.007552653085440397,,,
0.10631100833415985,0.011711151339113712,23814,54,0.07130159437656403,,,,,,
,,23814,54,,0.05715333670377731,0.08292622864246368,0.007088568992912769,,,
0.10999325662851334,0.013207556679844856,24247,55,0.06714379042387009,,,,,,
,,24247,55,,0.05747581273317337,0.08402221649885178,0.007307793479412794,,,
0.11511626094579697,0.01760992780327797,24680,56,0.06463336199522018,,,,,,
,,24680,56,,0.062374815344810486,0.0916365459561348,0.008848980069160461,,,
0.10802491754293442,0.012215020135045052,25113,57,0.06673896312713623,,,,,,
,,25113,57,,0.05861079320311546,0.08463946729898453,0.00747649883851409,,,
0.10587666928768158,0.011842617765069008,25546,58,0.0625959113240242,,,,,,
,,25546,58,,0.05664331465959549,0.08216582983732224,0.006959094665944576,,,
0.10554385930299759,0.011613357812166214,25979,59,0.0674659013748169,,,,,,
,,25979,59,,0.056679777801036835,0.08245396614074707,0.007039837073534727,,,
0.10072261095046997,0.010803229175508022,26412,60,0.06096369028091431,,,,,,
,,26412,60,,0.05469261854887009,0.07930608093738556,0.006457519717514515,,,
0.10119970887899399,0.010784286074340343,26845,61,0.06088584288954735,,,,,,
,,26845,61,,0.05592252314090729,0.08133773505687714,0.0068102069199085236,,,
0.10083919763565063,0.011041272431612015,27278,62,0.059165261685848236,,,,,,
,,27278,62,,0.05473668500781059,0.07971231639385223,0.006568655837327242,,,
0.10407865047454834,0.011486383154988289,27711,63,0.06442823261022568,,,,,,
,,27711,63,,0.05463743582367897,0.0791296735405922,0.006450723856687546,,,
0.10431910306215286,0.011455069296061993,28144,64,0.06485231220722198,,,,,,
,,28144,64,,0.054432570934295654,0.07876848429441452,0.006372785195708275,,,
0.0981157198548317,0.010120186023414135,28577,65,0.058796074241399765,,,,,,
,,28577,65,,0.051672641187906265,0.07481649518013,0.005726778879761696,,,
0.09995456039905548,0.010631120763719082,29010,66,0.05937355011701584,,,,,,
,,29010,66,,0.052005451172590256,0.07475004345178604,0.005721724592149258,,,
0.10438717901706696,0.011984126642346382,29443,67,0.06208908185362816,,,,,,
,,29443,67,,0.05189717561006546,0.0746186226606369,0.005701172165572643,,,
0.09823153913021088,0.010157307609915733,29876,68,0.06041817367076874,,,,,,
,,29876,68,,0.05236804112792015,0.07546105980873108,0.005852054338902235,,,
0.09763847291469574,0.01032527070492506,30309,69,0.05801168084144592,,,,,,
,,30309,69,,0.05099956691265106,0.07291345298290253,0.005468744784593582,,,
0.1038748174905777,0.012565799988806248,30742,70,0.05964430421590805,,,,,,
,,30742,70,,0.05279342085123062,0.07540757954120636,0.005859044846147299,,,
0.10353419184684753,0.01240451354533434,31175,71,0.05823718011379242,,,,,,
,,31175,71,,0.060972798615694046,0.08964283764362335,0.008615734055638313,,,
0.0963590145111084,0.01022442989051342,31608,72,0.056002456694841385,,,,,,
,,31608,72,,0.05283264070749283,0.07741179317235947,0.006316500250250101,,,
0.10169819742441177,0.011578827165067196,32041,73,0.05929005518555641,,,,,,
,,32041,73,,0.04806842282414436,0.06975319236516953,0.0050081172958016396,,,
0.09778804332017899,0.010301097296178341,32474,74,0.05688858404755592,,,,,,
,,32474,74,,0.048734746873378754,0.06995052099227905,0.005024355370551348,,,
0.09487288445234299,0.009485496208071709,32907,75,0.06013711914420128,,,,,,
,,32907,75,,0.048777807503938675,0.0704202651977539,0.005113938823342323,,,
0.0931137204170227,0.009401374496519566,33340,76,0.055311743170022964,,,,,,
,,33340,76,,0.046919211745262146,0.06707318127155304,0.004618481267243624,,,
0.09804901480674744,0.010352524928748608,33773,77,0.057789742946624756,,,,,,
,,33773,77,,0.04643893241882324,0.0661790668964386,0.004502831492573023,,,
0.10034450143575668,0.010646765120327473,34206,78,0.062494561076164246,,,,,,
,,34206,78,,0.04862092062830925,0.06960003077983856,0.004978485871106386,,,
0.09605582803487778,0.009782418608665466,34639,79,0.0590498223900795,,,,,,
,,34639,79,,0.04967767372727394,0.07112032175064087,0.005203958135098219,,,
0.09478607028722763,0.009543517604470253,35072,80,0.057094037532806396,,,,,,
,,35072,80,,0.04718070477247238,0.06757666915655136,0.004674283321946859,,,
0.09520816057920456,0.009715881198644638,35505,81,0.05639376863837242,,,,,,
,,35505,81,,0.04609958082437515,0.06582912802696228,0.004444482270628214,,,
0.10338642448186874,0.011416521854698658,35938,82,0.06012031063437462,,,,,,
,,35938,82,,0.05120149254798889,0.07473379373550415,0.00589809799566865,,,
0.09497133642435074,0.009759290143847466,36371,83,0.05473489314317703,,,,,,
,,36371,83,,0.046952735632658005,0.0683656707406044,0.004818877670913935,,,
0.09233859926462173,0.009111535735428333,36804,84,0.055818941444158554,,,,,,
,,36804,84,,0.044771019369363785,0.06355514377355576,0.0041450075805187225,,,
0.09134495258331299,0.008862486109137535,37237,85,0.053668756037950516,,,,,,
,,37237,85,,0.04414084553718567,0.06275563687086105,0.004045523703098297,,,
0.10130394250154495,0.010802381671965122,37670,86,0.061872877180576324,,,,,,
,,37670,86,,0.044428806751966476,0.06344760954380035,0.004146633204072714,,,
0.0928749069571495,0.009128236211836338,38103,87,0.056415773928165436,,,,,,
,,38103,87,,0.04745258018374443,0.0690731406211853,0.005056736990809441,,,
0.09122543781995773,0.00903672818094492,38536,88,0.05130752921104431,,,,,,
,,38536,88,,0.04548417404294014,0.06520742177963257,0.0043669999577105045,,,
0.08968022465705872,0.008499262854456902,38969,89,0.053060151636600494,,,,,,
,,38969,89,,0.043238334357738495,0.062226612120866776,0.003972803242504597,,,
0.09143988788127899,0.008826741017401218,39402,90,0.056050240993499756,,,,,,
,,39402,90,,0.047356978058815,0.0676647275686264,0.004738538525998592,,,
0.08847035467624664,0.008293197490274906,39835,91,0.05196572095155716,,,,,,
,,39835,91,,0.04360036551952362,0.06199231743812561,0.003954037558287382,,,
0.08713719248771667,0.007999656721949577,40268,92,0.05116408318281174,,,,,,
,,40268,92,,0.043488405644893646,0.061919230967760086,0.003935554530471563,,,
0.09019160270690918,0.008773555047810078,40701,93,0.05079139769077301,,,,,,
,,40701,93,,0.04189041629433632,0.059455305337905884,0.0036236008163541555,,,
0.08935519307851791,0.00847358163446188,41134,94,0.0508437380194664,,,,,,
,,41134,94,,0.041827913373708725,0.05874810367822647,0.00354069285094738,,,
0.0880393460392952,0.008444508537650108,41567,95,0.05101910978555679,,,,,,
,,41567,95,,0.041825614869594574,0.05893345922231674,0.0035558913368731737,,,
0.09115002304315567,0.009140019305050373,42000,96,0.051084477454423904,,,,,,
,,42000,96,,0.04269182309508324,0.06006811931729317,0.003696625819429755,,,
0.09103883057832718,0.00877715926617384,42433,97,0.054139722138643265,,,,,,
,,42433,97,,0.044586729258298874,0.06390193104743958,0.004291869234293699,,,
0.09579750150442123,0.010076897218823433,42866,98,0.05520777404308319,,,,,,
,,42866,98,,0.04560939595103264,0.0658470094203949,0.004504762124270201,,,
0.10153912007808685,0.012542113661766052,43299,99,0.05633891373872757,,,,,,
,,43299,99,,0.04650220274925232,0.06700035184621811,0.004820622969418764,,,
0.09335064142942429,0.009607586078345776,43732,100,0.054317276924848557,,,,,,
,,43732,100,,0.045193158090114594,0.06533148884773254,0.004457381088286638,,,
0.09911459684371948,0.012927000410854816,44165,101,0.05378679186105728,,,,,,
,,44165,101,,0.046196434646844864,0.0675060972571373,0.004899042658507824,,,
0.09721388667821884,0.011555299162864685,44598,102,0.054037902504205704,,,,,,
,,44598,102,,0.04783359542489052,0.06976787000894547,0.005355243571102619,,,
0.08986203372478485,0.008648172952234745,45031,103,0.05313994735479355,,,,,,
,,45031,103,,0.041909459978342056,0.06003130227327347,0.0037706552539020777,,,
0.0879063531756401,0.008426018990576267,45464,104,0.05136159434914589,,,,,,
,,45464,104,,0.038771841675043106,0.05533664673566818,0.0031550603453069925,,,
0.08671826869249344,0.008211142383515835,45897,105,0.04874683544039726,,,,,,
,,45897,105,,0.03986658155918121,0.056954339146614075,0.0033579235896468163,,,
0.08665156364440918,0.00816073827445507,46330,106,0.04919322207570076,,,,,,
,,46330,106,,0.03823309764266014,0.05428975448012352,0.0030245285015553236,,,
0.08604594320058823,0.00790331233292818,46763,107,0.051313821226358414,,,,,,
,,46763,107,,0.0387396477162838,0.05498034507036209,0.0030995630659163,,,
0.08700360357761383,0.008135839365422726,47196,108,0.051627375185489655,,,,,,
,,47196,108,,0.038823433220386505,0.05482592433691025,0.003071343991905451,,,
0.09032279253005981,0.008737380616366863,47629,109,0.05496209114789963,,,,,,
,,47629,109,,0.03770878165960312,0.05315433070063591,0.0029030328150838614,,,
0.08982616662979126,0.008787387050688267,48062,110,0.051202818751335144,,,,,,
,,48062,110,,0.03898589313030243,0.05512033775448799,0.003125493647530675,,,
0.08407498151063919,0.00765128992497921,48495,111,0.047434378415346146,,,,,,
,,48495,111,,0.042349815368652344,0.06052686274051666,0.0038062832318246365,,,
0.09286580234766006,0.009165897965431213,48928,112,0.05403922498226166,,,,,,
,,48928,112,,0.039376504719257355,0.05598631128668785,0.003237993223592639,,,
0.10739436000585556,0.012374253943562508,49361,113,0.066517673432827,,,,,,
,,49361,113,,0.046933311969041824,0.06864780932664871,0.005084239412099123,,,
0.08618881553411484,0.008023788221180439,49794,114,0.04987594485282898,,,,,,
,,49794,114,,0.04288526251912117,0.062324389815330505,0.004352427087724209,,,
0.08954975008964539,0.008612996898591518,50227,115,0.04984993860125542,,,,,,
,,50227,115,,0.042970363050699234,0.06395144760608673,0.0045610456727445126,,,
0.08644027262926102,0.008155117742717266,50660,116,0.04767865687608719,,,,,,
,,50660,116,,0.03978804498910904,0.057949163019657135,0.003524510422721505,,,
0.08704838901758194,0.008112670853734016,51093,117,0.0504341721534729,,,,,,
,,51093,117,,0.03743996471166611,0.0539248026907444,0.0031144097447395325,,,
0.08407559990882874,0.007650471292436123,51526,118,0.04622085765004158,,,,,,
,,51526,118,,0.03638489171862602,0.0523482970893383,0.0028416947461664677,,,
0.08461795002222061,0.007756731938570738,51959,119,0.04849022254347801,,,,,,
,,51959,119,,0.03448939323425293,0.04863858222961426,0.0024283146485686302,,,
0.08781909942626953,0.008375913836061954,52392,120,0.04983863607048988,,,,,,
,,52392,120,,0.03531965613365173,0.049408771097660065,0.0025052072014659643,,,
0.08422954380512238,0.007686281576752663,52825,121,0.04572641849517822,,,,,,
,,52825,121,,0.035097941756248474,0.04910936951637268,0.0024685452226549387,,,
0.09016954898834229,0.008682811632752419,53258,122,0.0543692447245121,,,,,,
,,53258,122,,0.03560465946793556,0.04981139302253723,0.002548391930758953,,,
0.08568920940160751,0.008089610375463963,53691,123,0.046659890562295914,,,,,,
,,53691,123,,0.036766767501831055,0.05241740494966507,0.002849181881174445,,,
0.08837240934371948,0.008508304134011269,54124,124,0.04903751611709595,,,,,,
,,54124,124,,0.03709638491272926,0.05228215828537941,0.0028039836324751377,,,
0.08484745770692825,0.007836817763745785,54557,125,0.04710649326443672,,,,,,
,,54557,125,,0.035379841923713684,0.04983367770910263,0.0025537542533129454,,,
0.08307687193155289,0.007376363966614008,54990,126,0.049007002264261246,,,,,,
,,54990,126,,0.035393960773944855,0.049733396619558334,0.0025348756462335587,,,
0.08336662501096725,0.007478076033294201,55423,127,0.04640408232808113,,,,,,
,,55423,127,,0.034905366599559784,0.049172114580869675,0.002479603048413992,,,
0.08564332872629166,0.007848153822124004,55856,128,0.04817108064889908,,,,,,
,,55856,128,,0.03587072342634201,0.05035882070660591,0.002608000999316573,,,
0.08234508335590363,0.007316194474697113,56289,129,0.04496362805366516,,,,,,
,,56289,129,,0.0354916974902153,0.049578193575143814,0.002513258485123515,,,
0.08638375997543335,0.008256957866251469,56722,130,0.04596266150474548,,,,,,
,,56722,130,,0.03492123261094093,0.0489223375916481,0.002446140628308058,,,
0.08425270020961761,0.007647835649549961,57155,131,0.04680800065398216,,,,,,
,,57155,131,,0.034663811326026917,0.048767559230327606,0.002430904656648636,,,
0.08645232766866684,0.007908596657216549,57588,132,0.04842328280210495,,,,,,
,,57588,132,,0.0342923142015934,0.04798349365592003,0.002357318764552474,,,
0.08505409955978394,0.007911293767392635,58021,133,0.04572230577468872,,,,,,
,,58021,133,,0.0356091670691967,0.05011618882417679,0.002589677693322301,,,
0.08292955160140991,0.007405985612422228,58454,134,0.04642200469970703,,,,,,
,,58454,134,,0.03504219651222229,0.04931830242276192,0.0024985787458717823,,,
0.08253926783800125,0.007334387395530939,58887,135,0.04518246650695801,,,,,,
,,58887,135,,0.033761754631996155,0.047892212867736816,0.002352756215259433,,,
0.08221765607595444,0.0073074535466730595,59320,136,0.0443953238427639,,,,,,
,,59320,136,,0.033209461718797684,0.04644598811864853,0.002203682204708457,,,
0.0821915939450264,0.00729400385171175,59753,137,0.04550240933895111,,,,,,
,,59753,137,,0.033598024398088455,0.046542514115571976,0.0022093618754297495,,,
0.08392839878797531,0.0076130968518555164,60186,138,0.045916181057691574,,,,,,
,,60186,138,,0.032451026141643524,0.04512825980782509,0.002075924538075924,,,
0.08256783336400986,0.007305586710572243,60619,139,0.04474451765418053,,,,,,
,,60619,139,,0.03335900232195854,0.04667310044169426,0.0022282812278717756,,,
0.08161988854408264,0.007197357248514891,61052,140,0.043173789978027344,,,,,,
,,61052,140,,0.03218569606542587,0.044982776045799255,0.0020641216542571783,,,
0.08386369794607162,0.007627353072166443,61485,141,0.04518791660666466,,,,,,
,,61485,141,,0.03238848224282265,0.045420147478580475,0.0021176014561206102,,,
0.08480346947908401,0.0076676043681800365,61918,142,0.046835239976644516,,,,,,
,,61918,142,,0.03185754269361496,0.04457494989037514,0.002030497184023261,,,
0.08305685222148895,0.007446771953254938,62351,143,0.044706568121910095,,,,,,
,,62351,143,,0.03242212161421776,0.04503277689218521,0.002072089584544301,,,
0.08609623461961746,0.007878771051764488,62784,144,0.050192996859550476,,,,,,
,,62784,144,,0.032110851258039474,0.044592805206775665,0.002028284128755331,,,
0.09001830220222473,0.008626576513051987,63217,145,0.050952617079019547,,,,,,
,,63217,145,,0.03375597298145294,0.04761281982064247,0.002352361101657152,,,
0.08250067383050919,0.007304156199097633,63650,146,0.0444047674536705,,,,,,
,,63650,146,,0.03468318283557892,0.0490923672914505,0.0024848312605172396,,,
0.08806044608354568,0.008470538072288036,64083,147,0.04895029217004776,,,,,,
,,64083,147,,0.030880363658070564,0.043360985815525055,0.0019399424782022834,,,
0.08193063735961914,0.007279734127223492,64516,148,0.042166683822870255,,,,,,
,,64516,148,,0.030195238068699837,0.042239077389240265,0.0018238131888210773,,,
0.08067306876182556,0.0070311082527041435,64949,149,0.04307406768202782,,,,,,
,,64949,149,,0.029716849327087402,0.04142755642533302,0.0017496144864708185,,,
0.08525542169809341,0.00772817712277174,65382,150,0.04931645840406418,,,,,,
,,65382,150,,0.030920712277293205,0.04283742979168892,0.0018756506033241749,,,
0.08533632755279541,0.007974017411470413,65815,151,0.04581768065690994,,,,,,
,,65815,151,,0.030307793989777565,0.04215918481349945,0.0018127289367839694,,,
0.08604314923286438,0.008087643422186375,66248,152,0.04518457502126694,,,,,,
,,66248,152,,0.03703794255852699,0.052121348679065704,0.0028431278187781572,,,
0.08697397261857986,0.008634969592094421,66681,153,0.04734954982995987,,,,,,
,,66681,153,,0.03690358251333237,0.052810173481702805,0.0030650014523416758,,,
0.08109205216169357,0.0071226852014660835,67114,154,0.04341614991426468,,,,,,
,,67114,154,,0.03556831181049347,0.05060100927948952,0.002767505357041955,,,
0.08111883699893951,0.007075394503772259,67547,155,0.042000919580459595,,,,,,
,,67547,155,,0.028476063162088394,0.039818502962589264,0.001626323675736785,,,
0.08092040568590164,0.007069187704473734,67980,156,0.04241440072655678,,,,,,
,,67980,156,,0.027390411123633385,0.03804844990372658,0.001479318249039352,,,
0.0808323323726654,0.007078619208186865,68413,157,0.04188574478030205,,,,,,
,,68413,157,,0.026957934722304344,0.03720497712492943,0.0014145128661766648,,,
0.08172120153903961,0.007213984150439501,68846,158,0.04176197946071625,,,,,,
,,68846,158,,0.02801334485411644,0.038372911512851715,0.0015048447530716658,,,
0.08097118884325027,0.007103530690073967,69279,159,0.042710836976766586,,,,,,
,,69279,159,,0.029119165614247322,0.040183696895837784,0.0016464957734569907,,,
0.0827905535697937,0.0074065858498215675,69712,160,0.04478486254811287,,,,,,
,,69712,160,,0.02959333546459675,0.04121144860982895,0.001743281609378755,,,
0.08065969496965408,0.00703615415841341,70145,161,0.04153250902891159,,,,,,
,,70145,161,,0.029182039201259613,0.04063849896192551,0.001690779929049313,,,
0.08293359726667404,0.00735515309497714,70578,162,0.04447378218173981,,,,,,
,,70578,162,,0.02852868288755417,0.03948422521352768,0.0015976243885233998,,,
0.08227687329053879,0.007296768017113209,71011,163,0.043576207011938095,,,,,,
,,71011,163,,0.029072070494294167,0.04029472917318344,0.0016617914661765099,,,
0.0823289304971695,0.007283899467438459,71444,164,0.04403640702366829,,,,,,
,,71444,164,,0.03094162791967392,0.04358872026205063,0.001968118129298091,,,
0.08358929306268692,0.007538825273513794,71877,165,0.04402455687522888,,,,,,
,,71877,165,,0.028990130871534348,0.04011070728302002,0.001646401360630989,,,
0.08226082473993301,0.007252279669046402,72310,166,0.04341387003660202,,,,,,
,,72310,166,,0.02812659740447998,0.038809049874544144,0.001540199387818575,,,
0.08256929367780685,0.007361376192420721,72743,167,0.043430544435977936,,,,,,
,,72743,167,,0.028143029659986496,0.03907223045825958,0.0015641347272321582,,,
0.08153761923313141,0.0071817138232290745,73176,168,0.04342911019921303,,,,,,
,,73176,168,,0.02798604778945446,0.0388636477291584,0.0015439677517861128,,,
0.08233018219470978,0.00743326498195529,73609,169,0.042884502559900284,,,,,,
,,73609,169,,0.028074009343981743,0.03887474164366722,0.001547883148305118,,,
0.08243915438652039,0.007365041878074408,74042,170,0.04355427995324135,,,,,,
,,74042,170,,0.028165357187390327,0.0389602929353714,0.0015492078382521868,,,
0.08178407698869705,0.0072420998476445675,74475,171,0.04263673350214958,,,,,,
,,74475,171,,0.027363058179616928,0.03793837130069733,0.0014763124054297805,,,
0.08162720501422882,0.007211410906165838,74908,172,0.04237953573465347,,,,,,
,,74908,172,,0.027239738032221794,0.03777205944061279,0.0014573029475286603,,,
0.09091106802225113,0.009090886451303959,75341,173,0.05039072781801224,,,,,,
,,75341,173,,0.03563620150089264,0.05200943723320961,0.003254788229241967,,,
0.08313535153865814,0.0075301253236830235,75774,174,0.043735913932323456,,,,,,
,,75774,174,,0.03139755502343178,0.04540826380252838,0.002177001442760229,,,
0.08067641407251358,0.007150099612772465,76207,175,0.041402943432331085,,,,,,
,,76207,175,,0.027522098273038864,0.03830266743898392,0.0015145662473514676,,,
0.07935399562120438,0.006831242237240076,76640,176,0.041416946798563004,,,,,,
,,76640,176,,0.02580893225967884,0.035842414945364,0.0013170356396585703,,,
0.0802646055817604,0.006978028453886509,77073,177,0.04199783876538277,,,,,,
,,77073,177,,0.02532677724957466,0.03497190773487091,0.0012530923122540116,,,
0.08093564957380295,0.007108548190444708,77506,178,0.041427645832300186,,,,,,
,,77506,178,,0.025059331208467484,0.03458500653505325,0.0012280981754884124,,,
0.08080307394266129,0.007094841916114092,77939,179,0.04165947809815407,,,,,,
,,77939,179,,0.025748614221811295,0.035434089601039886,0.0012852661311626434,,,
0.08000854402780533,0.006929411552846432,78372,180,0.04172079637646675,,,,,,
