val_Total_Loss,epoch,step,val_RMSE,val_MAE,train_Total_Loss,train_RMSE,train_MAE,test_Total_Loss,test_MAE,test_RMSE
0.01342514157295227,41,18185,0.1136101707816124,0.07041385769844055,,,,,,
,41,18185,,,0.009915787726640701,0.09778471291065216,0.06596194952726364,,,
0.017348382622003555,42,18618,0.12942668795585632,0.08078859746456146,,,,,,
,42,18618,,,0.009660224430263042,0.09648990631103516,0.06549104303121567,,,
0.021826740354299545,43,19051,0.13597705960273743,0.08012115210294724,,,,,,
,43,19051,,,0.010541143827140331,0.1007193997502327,0.0679895356297493,,,
0.014117886312305927,44,19484,0.11680549383163452,0.0730276107788086,,,,,,
,44,19484,,,0.009637795388698578,0.09645643085241318,0.06526779383420944,,,
0.013760303147137165,45,19917,0.11482033878564835,0.07079127430915833,,,,,,
,45,19917,,,0.009171871468424797,0.09435117989778519,0.06403155624866486,,,
0.013813568279147148,46,20350,0.11507085710763931,0.07280836999416351,,,,,,
,46,20350,,,0.00967289786785841,0.09664931893348694,0.0662107840180397,,,
0.01608228124678135,47,20783,0.1238069087266922,0.07669724524021149,,,,,,
,47,20783,,,0.011023346334695816,0.10186664760112762,0.06775005161762238,,,
0.013240596279501915,48,21216,0.11238278448581696,0.06735438108444214,,,,,,
,48,21216,,,0.00936192274093628,0.09430906921625137,0.06338147073984146,,,
0.01576473005115986,49,21649,0.122270867228508,0.07564251869916916,,,,,,
,49,21649,,,0.008318350650370121,0.08977293968200684,0.061015497893095016,,,
0.013013765215873718,50,22082,0.11185026913881302,0.0666486918926239,,,,,,
,50,22082,,,0.008971349336206913,0.09312333166599274,0.06337377429008484,,,
0.012646470218896866,51,22515,0.10930424183607101,0.06507819890975952,,,,,,
,51,22515,,,0.007794466335326433,0.08709661662578583,0.058894507586956024,,,
0.015404226258397102,52,22948,0.11979830265045166,0.0732789859175682,,,,,,
,52,22948,,,0.008030816912651062,0.08816458284854889,0.06006072089076042,,,
0.012464392930269241,53,23381,0.10910455137491226,0.06466483324766159,,,,,,
,53,23381,,,0.008421865291893482,0.09039606153964996,0.06182865425944328,,,
0.012787983752787113,54,23814,0.10993833094835281,0.06597192585468292,,,,,,
,54,23814,,,0.00740364333614707,0.0847008004784584,0.05754956975579262,,,
0.013152535073459148,55,24247,0.11076037585735321,0.06385863572359085,,,,,,
,55,24247,,,0.007846958003938198,0.08633124083280563,0.05845673754811287,,,
0.014372097328305244,56,24680,0.11554627120494843,0.06915232539176941,,,,,,
,56,24680,,,0.007504700217396021,0.08545485138893127,0.05786914750933647,,,
0.01348177157342434,57,25113,0.11336661875247955,0.06790505349636078,,,,,,
,57,25113,,,0.009242704138159752,0.09397699683904648,0.06414724141359329,,,
0.019459590315818787,58,25546,0.13741564750671387,0.08474694937467575,,,,,,
,58,25546,,,0.013460932299494743,0.11065824329853058,0.07290579378604889,,,
0.019652007147669792,59,25979,0.1255786418914795,0.07063855975866318,,,,,,
,59,25979,,,0.013717140071094036,0.11218047887086868,0.0734299048781395,,,
0.014620564877986908,60,26412,0.11851546168327332,0.07291878759860992,,,,,,
,60,26412,,,0.010279669426381588,0.09899713844060898,0.06528372317552567,,,
0.011796584352850914,61,26845,0.10552842915058136,0.06270187348127365,,,,,,
,61,26845,,,0.008599037304520607,0.0908958837389946,0.0610249862074852,,,
0.011610145680606365,62,27278,0.1055116131901741,0.061459608376026154,,,,,,
,62,27278,,,0.00734147522598505,0.08431397378444672,0.05684749782085419,,,
0.0124940425157547,63,27711,0.1089324876666069,0.06306233257055283,,,,,,
,63,27711,,,0.006876757834106684,0.08172553777694702,0.05509815365076065,,,
0.011731427162885666,64,28144,0.105413056910038,0.06286338716745377,,,,,,
,64,28144,,,0.0064437128603458405,0.07893941551446915,0.05321187898516655,,,
0.012686257250607014,65,28577,0.10980930179357529,0.06572339683771133,,,,,,
,65,28577,,,0.0069961692206561565,0.08201133459806442,0.055443163961172104,,,
0.013307972811162472,66,29010,0.11309314519166946,0.07184045016765594,,,,,,
,66,29010,,,0.006974533665925264,0.08228207379579544,0.05580524355173111,,,
0.011812014505267143,67,29443,0.10640585422515869,0.0643937885761261,,,,,,
,67,29443,,,0.006813752930611372,0.08134149014949799,0.055432092398405075,,,
0.013695458881556988,68,29876,0.11449197679758072,0.07231888175010681,,,,,,
,68,29876,,,0.006678370758891106,0.08039052039384842,0.05486592650413513,,,
0.01120732817798853,69,30309,0.10335049033164978,0.0609159953892231,,,,,,
,69,30309,,,0.006606708280742168,0.07999976724386215,0.05475345999002457,,,
0.012466245330870152,70,30742,0.10880643129348755,0.06928180903196335,,,,,,
,70,30742,,,0.008341285400092602,0.08907044678926468,0.06015976145863533,,,
0.01070947665721178,71,31175,0.10078956186771393,0.05853386968374252,,,,,,
,71,31175,,,0.006114008370786905,0.07695325464010239,0.05196813493967056,,,
0.01192539930343628,72,31608,0.1068519800901413,0.06283707916736603,,,,,,
,72,31608,,,0.0057755121961236,0.07480473816394806,0.050952933728694916,,,
0.013256639242172241,73,32041,0.11303161829710007,0.06770384311676025,,,,,,
,73,32041,,,0.007191809825599194,0.08329314738512039,0.056551750749349594,,,
0.01634705439209938,74,32474,0.12549099326133728,0.08249076455831528,,,,,,
,74,32474,,,0.006920664105564356,0.08167709410190582,0.054995227605104446,,,
0.014308549463748932,75,32907,0.11679324507713318,0.06899936497211456,,,,,,
,75,32907,,,0.006200251169502735,0.07746884226799011,0.05242503806948662,,,
0.015620936639606953,76,33340,0.1182810515165329,0.06548511236906052,,,,,,
,76,33340,,,0.006917318794876337,0.08173179626464844,0.054880719631910324,,,
0.011663120239973068,77,33773,0.10556986182928085,0.061257071793079376,,,,,,
,77,33773,,,0.008069191128015518,0.08729393780231476,0.05883015692234039,,,
0.011711238883435726,78,34206,0.10567168146371841,0.06371933966875076,,,,,,
,78,34206,,,0.006051052827388048,0.07645215094089508,0.05210600420832634,,,
0.013222198002040386,79,34639,0.11095127463340759,0.06405085325241089,,,,,,
,79,34639,,,0.007108535151928663,0.0819840282201767,0.054489102214574814,,,
0.01366718765348196,80,35072,0.11430423706769943,0.06574103981256485,,,,,,
,80,35072,,,0.007306783460080624,0.08306175470352173,0.055267926305532455,,,
0.012722261250019073,81,35505,0.11016152054071426,0.06591755896806717,,,,,,
,81,35505,,,0.006711132358759642,0.07999340444803238,0.05338839069008827,,,
0.013499689288437366,82,35938,0.11382710933685303,0.06910210102796555,,,,,,
,82,35938,,,0.006379684899002314,0.07856109738349915,0.05291048064827919,,,
0.013160164467990398,83,36371,0.11157433688640594,0.0626705139875412,,,,,,
,83,36371,,,0.0067871795035898685,0.08104386925697327,0.05483093112707138,,,
0.013514482416212559,84,36804,0.11351822316646576,0.06916536390781403,,,,,,
,84,36804,,,0.005641335621476173,0.0739283338189125,0.05028346925973892,,,
0.010784568265080452,85,37237,0.10086244344711304,0.05782432109117508,,,,,,
,85,37237,,,0.005157829727977514,0.07080867141485214,0.04862742871046066,,,
0.013112533837556839,86,37670,0.111164890229702,0.06278327852487564,,,,,,
,86,37670,,,0.0068170009180903435,0.07986070215702057,0.05387403443455696,,,
0.01167223509401083,87,38103,0.10513489693403244,0.06066182628273964,,,,,,
,87,38103,,,0.006852999795228243,0.08035163581371307,0.0536438524723053,,,
0.012805789709091187,88,38536,0.11056094616651535,0.06478714942932129,,,,,,
,88,38536,,,0.006298965308815241,0.07787588983774185,0.052861232310533524,,,
0.01148196216672659,89,38969,0.1036062017083168,0.05666356533765793,,,,,,
,89,38969,,,0.005044008605182171,0.06994833052158356,0.04813908413052559,,,
0.011013380251824856,90,39402,0.10220634192228317,0.05798911303281784,,,,,,
,90,39402,,,0.004811587743461132,0.06812836229801178,0.046275682747364044,,,
0.011189526878297329,91,39835,0.10238539427518845,0.05888471379876137,,,,,,
,91,39835,,,0.004542430397123098,0.06624109297990799,0.04552485793828964,,,
0.011784565635025501,92,40268,0.10525229573249817,0.05941300839185715,,,,,,
,92,40268,,,0.00479278527200222,0.06798972934484482,0.04647667333483696,,,
0.010941129177808762,93,40701,0.10104339569807053,0.05806491896510124,,,,,,
,93,40701,,,0.004368700552731752,0.0651148334145546,0.04471161589026451,,,
0.015642749145627022,94,41134,0.12228729575872421,0.07831229269504547,,,,,,
,94,41134,,,0.004235736560076475,0.0641079694032669,0.04410293325781822,,,
0.01217588223516941,95,41567,0.10740363597869873,0.06301199644804001,,,,,,
,95,41567,,,0.005346603691577911,0.07161185890436172,0.0497465543448925,,,
0.010410000570118427,96,42000,0.0989718809723854,0.054089296609163284,,,,,,
,96,42000,,,0.004704535007476807,0.06751962006092072,0.0467412993311882,,,
0.010432397946715355,97,42433,0.09920182079076767,0.057232074439525604,,,,,,
,97,42433,,,0.0045308806002140045,0.0659002736210823,0.04527706652879715,,,
0.01556503027677536,98,42866,0.12248022854328156,0.07318833470344543,,,,,,
,98,42866,,,0.00516932550817728,0.07001934200525284,0.04762465879321098,,,
0.010577209293842316,99,43299,0.100125752389431,0.05729250609874725,,,,,,
,99,43299,,,0.005344977602362633,0.07195179909467697,0.04887517914175987,,,
0.011104115284979343,100,43732,0.10255881398916245,0.058875054121017456,,,,,,
,100,43732,,,0.00456100981682539,0.06649097800254822,0.045528512448072433,,,
0.01076621375977993,101,44165,0.10027135163545609,0.05512362718582153,,,,,,
,101,44165,,,0.0049790008924901485,0.06926822662353516,0.047489967197179794,,,
0.01185703743249178,102,44598,0.10535357147455215,0.05978330224752426,,,,,,
,102,44598,,,0.0056766327470541,0.07270469516515732,0.04878973960876465,,,
0.01008759904652834,103,45031,0.09722833335399628,0.05391264706850052,,,,,,
,103,45031,,,0.004954543896019459,0.06891705095767975,0.04689965769648552,,,
0.01068923156708479,104,45464,0.09994501620531082,0.0552687831223011,,,,,,
,104,45464,,,0.004458889365196228,0.06558689475059509,0.04487346112728119,,,
0.010029460303485394,105,45897,0.09635838121175766,0.05357896536588669,,,,,,
,105,45897,,,0.0035837097093462944,0.05913359671831131,0.04129425063729286,,,
0.01230577938258648,106,46330,0.10691627115011215,0.05901111289858818,,,,,,
,106,46330,,,0.0032844808883965015,0.05647886544466019,0.039373233914375305,,,
0.010499038733541965,107,46763,0.09965778887271881,0.055769797414541245,,,,,,
,107,46763,,,0.003912364598363638,0.06145346164703369,0.0424593910574913,,,
0.015674706548452377,108,47196,0.12275686115026474,0.07478513568639755,,,,,,
,108,47196,,,0.004089991096407175,0.06277891993522644,0.04346268251538277,,,
0.016067305579781532,109,47629,0.12454719841480255,0.08270111680030823,,,,,,
,109,47629,,,0.007801199331879616,0.08528081327676773,0.05720929056406021,,,
0.011233382858335972,110,48062,0.1027580127120018,0.05994914472103119,,,,,,
,110,48062,,,0.006825613789260387,0.08011585474014282,0.05364382639527321,,,
0.010394793935120106,111,48495,0.09925921261310577,0.056924719363451004,,,,,,
,111,48495,,,0.004558485932648182,0.06618491560220718,0.044443678110837936,,,
0.010543235577642918,112,48928,0.09936098754405975,0.05618814378976822,,,,,,
,112,48928,,,0.004627341404557228,0.06594257801771164,0.04435749351978302,,,
0.009594934061169624,113,49361,0.09455619752407074,0.051537271589040756,,,,,,
,113,49361,,,0.00408680085092783,0.06278848648071289,0.042837321758270264,,,
0.009884828701615334,114,49794,0.09581216424703598,0.05376039817929268,,,,,,
,114,49794,,,0.0032109138555824757,0.05598371475934982,0.03904923051595688,,,
0.009905673563480377,115,50227,0.09593633562326431,0.05478746071457863,,,,,,
,115,50227,,,0.0030882633291184902,0.0548117533326149,0.03849216550588608,,,
0.013087269850075245,116,50660,0.11021454632282257,0.061705395579338074,,,,,,
,116,50660,,,0.004604715388268232,0.06625876575708389,0.04530762881040573,,,
0.009450770914554596,117,51093,0.09422667324542999,0.05331795662641525,,,,,,
,117,51093,,,0.003929643426090479,0.061784446239471436,0.04300818592309952,,,
0.012721129693090916,118,51526,0.10965824127197266,0.06262201070785522,,,,,,
,118,51526,,,0.0035093859769403934,0.058299873024225235,0.040276896208524704,,,
0.010372796095907688,119,51959,0.09872563928365707,0.056835055351257324,,,,,,
,119,51959,,,0.003768102265894413,0.06052397936582565,0.04192299395799637,,,
0.01046060211956501,120,52392,0.09960595518350601,0.05818711221218109,,,,,,
,120,52392,,,0.004206526093184948,0.06347094476222992,0.04328469559550285,,,
0.010588090866804123,121,52825,0.0994250625371933,0.05598798021674156,,,,,,
,121,52825,,,0.004521694965660572,0.06486529856920242,0.044235650449991226,,,
0.009571675211191177,122,53258,0.09448407590389252,0.051947321742773056,,,,,,
,122,53258,,,0.0033053935039788485,0.056488409638404846,0.039174359291791916,,,
0.009501789696514606,123,53691,0.09473337978124619,0.052793122828006744,,,,,,
,123,53691,,,0.0029302826151251793,0.05347404628992081,0.037434112280607224,,,
0.01002422720193863,124,54124,0.09679465740919113,0.052963629364967346,,,,,,
,124,54124,,,0.002968225860968232,0.05352869629859924,0.03735131770372391,,,
0.0122772715985775,125,54557,0.10839638859033585,0.07001236081123352,,,,,,
,125,54557,,,0.003932609688490629,0.06141383573412895,0.0421341247856617,,,
0.013379471376538277,126,54990,0.11269999295473099,0.06429177522659302,,,,,,
,126,54990,,,0.004554233513772488,0.0658155307173729,0.04458203539252281,,,
0.010190153494477272,127,55423,0.09796647727489471,0.055451564490795135,,,,,,
,127,55423,,,0.0050193616189062595,0.06918614357709885,0.04632643982768059,,,
0.010140523314476013,128,55856,0.09723099321126938,0.05152053385972977,,,,,,
,128,55856,,,0.0034924778155982494,0.05813632905483246,0.039910148829221725,,,
0.009677627123892307,129,56289,0.09486137330532074,0.050907786935567856,,,,,,
,129,56289,,,0.003287149127572775,0.05606292188167572,0.03858540579676628,,,
0.011415443383157253,130,56722,0.10347645729780197,0.06391128152608871,,,,,,
,130,56722,,,0.0038131512701511383,0.059800684452056885,0.04135758429765701,,,
0.009720372036099434,131,57155,0.09445621818304062,0.05060521513223648,,,,,,
,131,57155,,,0.003023149911314249,0.054040368646383286,0.037280719727277756,,,
0.010024608112871647,132,57588,0.09667592495679855,0.05144057422876358,,,,,,
,132,57588,,,0.002831324702128768,0.052534304559230804,0.03652084246277809,,,
0.009601347148418427,133,58021,0.0945378839969635,0.0514717772603035,,,,,,
,133,58021,,,0.002853045705705881,0.05267408862709999,0.03700846806168556,,,
0.009335161186754704,134,58454,0.09268859773874283,0.05006178468465805,,,,,,
,134,58454,,,0.002852960489690304,0.05261889100074768,0.03673975542187691,,,
0.012931940145790577,135,58887,0.11103277653455734,0.06751921772956848,,,,,,
,135,58887,,,0.004031964112073183,0.06148219853639603,0.042053282260894775,,,
0.01022301148623228,136,59320,0.09736353904008865,0.05196511745452881,,,,,,
,136,59320,,,0.004175578709691763,0.06318055838346481,0.04313955456018448,,,
0.009076794609427452,137,59753,0.09189703315496445,0.05047743022441864,,,,,,
,137,59753,,,0.0030160110909491777,0.0539795383810997,0.03734110668301582,,,
0.009636403992772102,138,60186,0.09446808695793152,0.051153697073459625,,,,,,
,138,60186,,,0.003133464604616165,0.05507080256938934,0.03808892145752907,,,
0.010065121576189995,139,60619,0.09635210037231445,0.05257574841380119,,,,,,
,139,60619,,,0.0028103431686758995,0.05224272608757019,0.036407239735126495,,,
0.010627690702676773,140,61052,0.09950114786624908,0.05568439140915871,,,,,,
,140,61052,,,0.004307860042899847,0.06372905522584915,0.04370637983083725,,,
0.008903377689421177,141,61485,0.09053360670804977,0.04919010400772095,,,,,,
,141,61485,,,0.0029907701537013054,0.05374159663915634,0.036972302943468094,,,
0.009121604263782501,142,61918,0.0923212468624115,0.04968620836734772,,,,,,
,142,61918,,,0.002577971899881959,0.0499303825199604,0.0348406545817852,,,
0.010157791897654533,143,62351,0.09701043367385864,0.05281143635511398,,,,,,
,143,62351,,,0.0023932219482958317,0.04830343276262283,0.03373504430055618,,,
0.010435140691697598,144,62784,0.09907439351081848,0.055646564811468124,,,,,,
,144,62784,,,0.00340326433070004,0.05686366930603981,0.03925468400120735,,,
0.010580460540950298,145,63217,0.09973777830600739,0.05669480934739113,,,,,,
,145,63217,,,0.002741349395364523,0.051386166363954544,0.035781003534793854,,,
0.01082143746316433,146,63650,0.10016043484210968,0.05543516203761101,,,,,,
,146,63650,,,0.0030260137282311916,0.05393457040190697,0.037621162831783295,,,
0.009167911484837532,147,64083,0.09215401113033295,0.049511462450027466,,,,,,
,147,64083,,,0.0028069166000932455,0.05200193449854851,0.03622104227542877,,,
0.011553939431905746,148,64516,0.10403694212436676,0.057613834738731384,,,,,,
,148,64516,,,0.0029563619755208492,0.05245671421289444,0.0364060215651989,,,
0.010434590280056,149,64949,0.09822114557027817,0.0528804175555706,,,,,,
,149,64949,,,0.004144109319895506,0.06296337395906448,0.042444176971912384,,,
0.010373902507126331,150,65382,0.09871382266283035,0.055665407329797745,,,,,,
,150,65382,,,0.003605462145060301,0.0585942380130291,0.03944997861981392,,,
0.010399549268186092,151,65815,0.09808186441659927,0.053253673017024994,,,,,,
,151,65815,,,0.00307199964299798,0.05442477762699127,0.03693779185414314,,,
0.009888889268040657,152,66248,0.09505347907543182,0.05102168023586273,,,,,,
,152,66248,,,0.002496199682354927,0.04911656305193901,0.03382081910967827,,,
0.00985006894916296,153,66681,0.09487327188253403,0.049502111971378326,,,,,,
,153,66681,,,0.0023034815676510334,0.04720550402998924,0.033061541616916656,,,
0.009269590489566326,154,67114,0.09237732738256454,0.04891763627529144,,,,,,
,154,67114,,,0.002189274411648512,0.04619297757744789,0.03267890214920044,,,
0.009633351117372513,155,67547,0.09454432874917984,0.0494009405374527,,,,,,
,155,67547,,,0.0020731089171022177,0.04500572383403778,0.031724970787763596,,,
0.00890795886516571,156,67980,0.09031005948781967,0.048081763088703156,,,,,,
,156,67980,,,0.002263688715174794,0.046769700944423676,0.03293696418404579,,,
0.009150498546659946,157,68413,0.09221304953098297,0.04980676993727684,,,,,,
,157,68413,,,0.002542862668633461,0.04918672516942024,0.03435910865664482,,,
0.00896341074258089,158,68846,0.09077351540327072,0.05011094734072685,,,,,,
,158,68846,,,0.0028397119604051113,0.052212707698345184,0.036096084862947464,,,
0.013061217032372952,159,69279,0.11140093952417374,0.06492621451616287,,,,,,
,159,69279,,,0.003380413167178631,0.05569417402148247,0.03813493624329567,,,
0.0100692855194211,160,69712,0.0961119681596756,0.05219049006700516,,,,,,
,160,69712,,,0.0035076159983873367,0.057728420943021774,0.03957761824131012,,,
0.009909621439874172,161,70145,0.09520033001899719,0.04951186850667,,,,,,
,161,70145,,,0.0021424959413707256,0.045525792986154556,0.03172186389565468,,,
0.008533858694136143,162,70578,0.08846297115087509,0.04701577499508858,,,,,,
,162,70578,,,0.00207837438210845,0.044638749212026596,0.031217996031045914,,,
0.008917804807424545,163,71011,0.0903664156794548,0.04711587354540825,,,,,,
,163,71011,,,0.0019398380536586046,0.04305283725261688,0.03018495813012123,,,
0.010494841262698174,164,71444,0.09871106594800949,0.05385914072394371,,,,,,
,164,71444,,,0.0023253171239048243,0.04701667279005051,0.03268884867429733,,,
0.008890948258340359,165,71877,0.09035257995128632,0.047626614570617676,,,,,,
,165,71877,,,0.001798151177354157,0.041780147701501846,0.029541805386543274,,,
0.00926965195685625,166,72310,0.09245634078979492,0.04938218742609024,,,,,,
,166,72310,,,0.001765864435583353,0.041505832225084305,0.029597807675600052,,,
0.008975263684988022,167,72743,0.0906924307346344,0.04799269512295723,,,,,,
,167,72743,,,0.0023605304304510355,0.04750259220600128,0.03322595730423927,,,
0.009384682402014732,168,73176,0.09298057854175568,0.05001924932003021,,,,,,
,168,73176,,,0.002043553628027439,0.044234976172447205,0.031088827177882195,,,
0.01025921106338501,169,73609,0.09680968523025513,0.049733005464076996,,,,,,
,169,73609,,,0.0022958095651119947,0.04704967141151428,0.03290032222867012,,,
0.010530944913625717,170,74042,0.09880509227514267,0.05494077503681183,,,,,,
,170,74042,,,0.0037208842113614082,0.056973617523908615,0.039589520543813705,,,
0.009033958427608013,171,74475,0.09141021966934204,0.05013657361268997,,,,,,
,171,74475,,,0.0035941556561738253,0.058858681470155716,0.040407225489616394,,,
0.00914408452808857,172,74908,0.09194552898406982,0.049366772174835205,,,,,,
,172,74908,,,0.0021774747874587774,0.045931026339530945,0.031903285533189774,,,
0.008931330405175686,173,75341,0.09048011898994446,0.04663500562310219,,,,,,
,173,75341,,,0.0017673906404525042,0.04152125492691994,0.02937001734972,,,
0.009450661018490791,174,75774,0.09368651360273361,0.0507274754345417,,,,,,
,174,75774,,,0.0016021858900785446,0.03928971290588379,0.027784625068306923,,,
0.008775093592703342,175,76207,0.09008604288101196,0.04653201624751091,,,,,,
,175,76207,,,0.0024691245052963495,0.0484764538705349,0.03404318541288376,,,
0.009112335741519928,176,76640,0.09102693945169449,0.04646330326795578,,,,,,
,176,76640,,,0.002154773334041238,0.0451812744140625,0.0312906876206398,,,
0.008763334713876247,177,77073,0.08985435962677002,0.04718044400215149,,,,,,
,177,77073,,,0.002155676018446684,0.04534159228205681,0.03200981765985489,,,
0.010603360831737518,178,77506,0.09974323958158493,0.054853033274412155,,,,,,
,178,77506,,,0.002722269156947732,0.05090859904885292,0.034365829080343246,,,
0.009138285182416439,179,77939,0.09130740165710449,0.047262515872716904,,,,,,
,179,77939,,,0.0018708126153796911,0.04228390008211136,0.029795749112963676,,,
0.008765175007283688,180,78372,0.08991357684135437,0.04622703790664673,,,,,,
,180,78372,,,0.001495157484896481,0.038042932748794556,0.027090322226285934,,,
